_t,s0
3,.2686944276691817
2,.4994215203919197
4,.1525435677500116
1,.8200008869171143
4,.1525435677500116
2,.4994215203919197
8,0.030849274
3,.2686944276691817
5,0.099905631
5,0.099905631
4,.1525435677500116
2,.4994215203919197
1,.8200008869171143
5,0.099905631
3,.2686944276691817
21,0.002079029
4,.1525435677500116
3,.2686944276691817
1,.8200008869171143
2,.4994215203919197
6,0.067220642
8,0.030849274
3,.2686944276691817
2,.4994215203919197
6,0.067220642
6,0.067220642
4,.1525435677500116
11,0.016540378
2,.4994215203919197
8,0.030849274
2,.4994215203919197
8,0.030849274
2,.4994215203919197
1,.8200008869171143
3,.2686944276691817
4,.1525435677500116
2,.4994215203919197
3,.2686944276691817
2,.4994215203919197
3,.2686944276691817
3,.2686944276691817
1,.8200008869171143
3,.2686944276691817
7,0.043450015
2,.4994215203919197
3,.2686944276691817
4,.1525435677500116
1,.8200008869171143
2,.4994215203919197
2,.4994215203919197
4,.1525435677500116
12,0.012868961
5,0.099905631
5,0.099905631
2,.4994215203919197
9,0.024040836
4,.1525435677500116
21,0.002079029
1,.8200008869171143
10,0.020515391
2,.4994215203919197
3,.2686944276691817
5,0.099905631
2,.4994215203919197
4,.1525435677500116
3,.2686944276691817
5,0.099905631
2,.4994215203919197
4,.1525435677500116
3,.2686944276691817
15,0.004864246
2,.4994215203919197
2,.4994215203919197
4,.1525435677500116
12,0.012868961
2,.4994215203919197
3,.2686944276691817
4,.1525435677500116
2,.4994215203919197
2,.4994215203919197
2,.4994215203919197
1,.8200008869171143
2,.4994215203919197
5,0.099905631
2,.4994215203919197
3,.2686944276691817
2,.4994215203919197
2,.4994215203919197
6,0.067220642
1,.8200008869171143
1,.8200008869171143
2,.4994215203919197
3,.2686944276691817
2,.4994215203919197
1,.8200008869171143
13,0.00952889
4,.1525435677500116
4,.1525435677500116
5,0.099905631
7,0.043450015
4,.1525435677500116
5,0.099905631
3,.2686944276691817
11,0.016540378
5,0.099905631
7,0.043450015
7,0.043450015
2,.4994215203919197
7,0.043450015
1,.8200008869171143
5,0.099905631
2,.4994215203919197
29,0.000858996
1,.8200008869171143
3,.2686944276691817
3,.2686944276691817
3,.2686944276691817
3,.2686944276691817
1,.8200008869171143
2,.4994215203919197
2,.4994215203919197
1,.8200008869171143
3,.2686944276691817
6,0.067220642
5,0.099905631
3,.2686944276691817
2,.4994215203919197
3,.2686944276691817
2,.4994215203919197
2,.4994215203919197
2,.4994215203919197
1,.8200008869171143
3,.2686944276691817
3,.2686944276691817
1,.8200008869171143
3,.2686944276691817
2,.4994215203919197
1,.8200008869171143
4,.1525435677500116
2,.4994215203919197
2,.4994215203919197
3,.2686944276691817
2,.4994215203919197
48,0.000169566
21,0.002079029
1,.8200008869171143
5,0.099905631
17,0.003350035
4,.1525435677500116
2,.4994215203919197
3,.2686944276691817
7,0.043450015
4,.1525435677500116
13,0.00952889
2,.4994215203919197
2,.4994215203919197
5,0.099905631
2,.4994215203919197
3,.2686944276691817
2,.4994215203919197
1,.8200008869171143
2,.4994215203919197
3,.2686944276691817
2,.4994215203919197
3,.2686944276691817
2,.4994215203919197
1,.8200008869171143
1,.8200008869171143
4,.1525435677500116
3,.2686944276691817
9,0.024040836
13,0.00952889
3,.2686944276691817
22,0.001802171
7,0.043450015
6,0.067220642
14,0.006586017
1,.8200008869171143
2,.4994215203919197
6,0.067220642
3,.2686944276691817
1,.8200008869171143
3,.2686944276691817
2,.4994215203919197
1,.8200008869171143
4,.1525435677500116
2,.4994215203919197
5,0.099905631
2,.4994215203919197
4,.1525435677500116
2,.4994215203919197
4,.1525435677500116
2,.4994215203919197
1,.8200008869171143
4,.1525435677500116
4,.1525435677500116
2,.4994215203919197
2,.4994215203919197
12,0.012868961
3,.2686944276691817
5,0.099905631
3,.2686944276691817
6,0.067220642
1,.8200008869171143
3,.2686944276691817
5,0.099905631
3,.2686944276691817
2,.4994215203919197
4,.1525435677500116
7,0.043450015
2,.4994215203919197
3,.2686944276691817
1,.8200008869171143
8,0.030849274
2,.4994215203919197
1,.8200008869171143
4,.1525435677500116
14,0.006586017
5,0.099905631
11,0.016540378
4,.1525435677500116
2,.4994215203919197
14,0.006586017
6,0.067220642
2,.4994215203919197
4,.1525435677500116
1,.8200008869171143
3,.2686944276691817
4,.1525435677500116
8,0.030849274
2,.4994215203919197
3,.2686944276691817
3,.2686944276691817
14,0.006586017
51,4.70768E-05
3,.2686944276691817
1,.8200008869171143
2,.4994215203919197
3,.2686944276691817
1,.8200008869171143
12,0.012868961
3,.2686944276691817
5,0.099905631
1,.8200008869171143
1,.8200008869171143
4,.1525435677500116
6,0.067220642
14,0.006586017
3,.2686944276691817
3,.2686944276691817
2,.4994215203919197
6,0.067220642
7,0.043450015
5,0.099905631
3,.2686944276691817
3,.2686944276691817
2,.4994215203919197
2,.4994215203919197
1,.8200008869171143
23,0.001295531
2,.4994215203919197
6,0.067220642
3,.2686944276691817
4,.1525435677500116
2,.4994215203919197
1,.8200008869171143
3,.2686944276691817
4,.1525435677500116
1,.8200008869171143
2,.4994215203919197
2,.4994215203919197
2,.4994215203919197
8,0.030849274
4,.1525435677500116
1,.8200008869171143
2,.4994215203919197
6,0.067220642
2,.4994215203919197
7,0.043450015
3,.2686944276691817
2,.4994215203919197
37,0.000328079
10,0.020515391
2,.4994215203919197
4,.1525435677500116
4,.1525435677500116
3,.2686944276691817
3,.2686944276691817
3,.2686944276691817
6,0.067220642
3,.2686944276691817
3,.2686944276691817
2,.4994215203919197
15,0.004864246
2,.4994215203919197
3,.2686944276691817
3,.2686944276691817
2,.4994215203919197
3,.2686944276691817
1,.8200008869171143
2,.4994215203919197
2,.4994215203919197
2,.4994215203919197
2,.4994215203919197
3,.2686944276691817
8,0.030849274
2,.4994215203919197
2,.4994215203919197
3,.2686944276691817
2,.4994215203919197
1,.8200008869171143
4,.1525435677500116
3,.2686944276691817
2,.4994215203919197
1,.8200008869171143
7,0.043450015
1,.8200008869171143
1,.8200008869171143
3,.2686944276691817
8,0.030849274
1,.8200008869171143
3,.2686944276691817
3,.2686944276691817
7,0.043450015
5,0.099905631
4,.1525435677500116
1,.8200008869171143
4,.1525435677500116
12,0.012868961
2,.4994215203919197
6,0.067220642
6,0.067220642
1,.8200008869171143
3,.2686944276691817
2,.4994215203919197
2,.4994215203919197
3,.2686944276691817
1,.8200008869171143
4,.1525435677500116
11,0.016540378
4,.1525435677500116
1,.8200008869171143
3,.2686944276691817
1,.8200008869171143
9,0.024040836
7,0.043450015
3,.2686944276691817
4,.1525435677500116
5,0.099905631
16,0.004463638
1,.8200008869171143
6,0.067220642
7,0.043450015
1,.8200008869171143
1,.8200008869171143
4,.1525435677500116
10,0.020515391
2,.4994215203919197
5,0.099905631
1,.8200008869171143
4,.1525435677500116
2,.4994215203919197
4,.1525435677500116
3,.2686944276691817
6,0.067220642
3,.2686944276691817
2,.4994215203919197
2,.4994215203919197
1,.8200008869171143
8,0.030849274
3,.2686944276691817
5,0.099905631
3,.2686944276691817
4,.1525435677500116
3,.2686944276691817
1,.8200008869171143
2,.4994215203919197
1,.8200008869171143
3,.2686944276691817
3,.2686944276691817
5,0.099905631
7,0.043450015
2,.4994215203919197
2,.4994215203919197
2,.4994215203919197
3,.2686944276691817
8,0.030849274
2,.4994215203919197
2,.4994215203919197
9,0.024040836
9,0.024040836
3,.2686944276691817
1,.8200008869171143
6,0.067220642
3,.2686944276691817
6,0.067220642
35,0.000496155
1,.8200008869171143
3,.2686944276691817
5,0.099905631
13,0.00952889
1,.8200008869171143
1,.8200008869171143
6,0.067220642
4,.1525435677500116
2,.4994215203919197
3,.2686944276691817
2,.4994215203919197
2,.4994215203919197
8,0.030849274
2,.4994215203919197
4,.1525435677500116
6,0.067220642
2,.4994215203919197
7,0.043450015
3,.2686944276691817
3,.2686944276691817
18,0.003008723
3,.2686944276691817
2,.4994215203919197
5,0.099905631
1,.8200008869171143
4,.1525435677500116
10,0.020515391
7,0.043450015
2,.4994215203919197
5,0.099905631
3,.2686944276691817
2,.4994215203919197
6,0.067220642
2,.4994215203919197
2,.4994215203919197
2,.4994215203919197
1,.8200008869171143
4,.1525435677500116
1,.8200008869171143
6,0.067220642
2,.4994215203919197
3,.2686944276691817
1,.8200008869171143
3,.2686944276691817
3,.2686944276691817
2,.4994215203919197
3,.2686944276691817
4,.1525435677500116
5,0.099905631
2,.4994215203919197
1,.8200008869171143
2,.4994215203919197
3,.2686944276691817
3,.2686944276691817
5,0.099905631
2,.4994215203919197
2,.4994215203919197
3,.2686944276691817
12,0.012868961
4,.1525435677500116
23,0.001295531
2,.4994215203919197
2,.4994215203919197
11,0.016540378
6,0.067220642
1,.8200008869171143
2,.4994215203919197
4,.1525435677500116
13,0.00952889
1,.8200008869171143
26,0.001067963
6,0.067220642
17,0.003350035
3,.2686944276691817
2,.4994215203919197
1,.8200008869171143
4,.1525435677500116
5,0.099905631
8,0.030849274
4,.1525435677500116
3,.2686944276691817
8,0.030849274
3,.2686944276691817
7,0.043450015
9,0.024040836
33,0.000670193
11,0.016540378
2,.4994215203919197
5,0.099905631
4,.1525435677500116
1,.8200008869171143
3,.2686944276691817
4,.1525435677500116
5,0.099905631
2,.4994215203919197
